Caso,DescDoenca,area_damaged,canker_lesion,crop_hist,date,external decay,fruit spots,fruiting_bodies,fruit_pods,germination,hail,int_discolor,leaf_malf,leaf_mild,leaf_shread,leafspots_halo,leafspot_size,leafspots_marg,leaves,lodging,mold_growth,mycelium,plant_growth,plant_stand,precip,roots,sclerotia,seed,seed_discolor,seed_size,seed_tmt,severity,shriveling,stem,stem_cankers,temp
256,frog_eye_leaf_spot,whole_field,dna,same_lst_sev_yrs,Agosto,Absent,Absent,Absent,Norm,90_100%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot_severe,Absent,Norm,Absent,norm
257,frog_eye_leaf_spot,whole_field,dk_brown_blk,same_lst_two_yrs,Julho,firm_and_dry,Colored,Absent,Diseased,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Abnorm,Above_sec_nde,norm
258,frog_eye_leaf_spot,upper_areas,dk_brown_blk,same_lst_two_yrs,Setembro,firm_and_dry,Colored,Absent,Diseased,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Abnorm,Above_sec_nde,gt_norm
259,frog_eye_leaf_spot,low_areas,dna,same_1st_yr,Setembro,Absent,Absent,Absent,Norm,90_100%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot_severe,Absent,Norm,Absent,norm
260,frog_eye_leaf_spot,whole_field,dk_brown_blk,same_lst_two_yrs,Setembro,firm_and_dry,Colored,Absent,Diseased,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Abnorm,Above_sec_nde,gt_norm
261,frog_eye_leaf_spot,low_areas,dk_brown_blk,diff_1st_year,Setembro,firm_and_dry,Colored,Absent,Diseased,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Abnorm,Above_sec_nde,norm
262,frog_eye_leaf_spot,whole_field,dna,same_lst_two_yrs,Agosto,Absent,Absent,Absent,Norm,90_100%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,norm
263,frog_eye_leaf_spot,low_areas,dk_brown_blk,same_1st_yr,Agosto,firm_and_dry,Colored,Absent,Diseased,90_100%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot_severe,Absent,Abnorm,Above_sec_nde,gt_norm
264,frog_eye_leaf_spot,low_areas,Brown,same_lst_two_yrs,Agosto,firm_and_dry,Colored,Absent,Diseased,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot_severe,Absent,Abnorm,Above_sec_nde,norm
265,frog_eye_leaf_spot,upper_areas,dk_brown_blk,same_lst_sev_yrs,Julho,firm_and_dry,Colored,Absent,Diseased,lt_80%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,pot_severe,Absent,Abnorm,Above_sec_nde,norm
266,frog_eye_leaf_spot,scattered,Brown,same_lst_sev_yrs,Setembro,firm_and_dry,Colored,Absent,Diseased,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,pot_severe,Absent,Abnorm,Above_sec_nde,norm
267,frog_eye_leaf_spot,low_areas,dk_brown_blk,same_1st_yr,Setembro,firm_and_dry,Colored,Absent,Diseased,90_100%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Abnorm,Above_sec_nde,gt_norm
268,frog_eye_leaf_spot,upper_areas,dk_brown_blk,same_1st_yr,Agosto,firm_and_dry,Colored,Absent,Diseased,90_100%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,pot_severe,Absent,Abnorm,Above_sec_nde,gt_norm
269,frog_eye_leaf_spot,low_areas,dk_brown_blk,same_lst_two_yrs,Setembro,firm_and_dry,Colored,Absent,Diseased,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Abnorm,Above_sec_nde,gt_norm
270,frog_eye_leaf_spot,scattered,Brown,same_lst_sev_yrs,Setembro,firm_and_dry,Colored,Absent,Diseased,90_100%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,pot_severe,Absent,Abnorm,Above_sec_nde,norm
271,frog_eye_leaf_spot,upper_areas,dna,same_1st_yr,Julho,Absent,Absent,Absent,Norm,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,pot_severe,Absent,Norm,Absent,norm
272,frog_eye_leaf_spot,whole_field,dk_brown_blk,same_lst_sev_yrs,Outubro,Absent,Brown_w/blk_specks,Present,Diseased,90_100%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Abnorm,Present,lt_norm,fungicida,Minor,Present,Abnorm,Above_sec_nde,gt_norm
273,frog_eye_leaf_spot,whole_field,dna,same_1st_yr,Setembro,Absent,Colored,Present,Diseased,90_100%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,Outros,pot_severe,Absent,Abnorm,Above_sec_nde,norm
274,frog_eye_leaf_spot,upper_areas,Brown,same_lst_sev_yrs,Setembro,firm_and_dry,Colored,Absent,Diseased,90_100%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,pot_severe,Absent,Abnorm,Above_sec_nde,norm
275,frog_eye_leaf_spot,whole_field,dna,same_lst_sev_yrs,Setembro,Absent,Absent,Absent,Norm,lt_80%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,norm
276,frog_eye_leaf_spot,scattered,dna,same_lst_sev_yrs,Julho,Absent,Absent,Absent,Norm,lt_80%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,pot_severe,Absent,Norm,Absent,norm
277,frog_eye_leaf_spot,low_areas,dk_brown_blk,same_lst_sev_yrs,Outubro,firm_and_dry,Colored,Absent,Diseased,lt_80%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Abnorm,Above_sec_nde,gt_norm
278,frog_eye_leaf_spot,upper_areas,dna,same_1st_yr,Agosto,Absent,Absent,Absent,Norm,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,pot_severe,Absent,Norm,Absent,norm
279,frog_eye_leaf_spot,scattered,dk_brown_blk,same_1st_yr,Agosto,firm_and_dry,Colored,Absent,Diseased,90_100%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,pot_severe,Absent,Abnorm,Above_sec_nde,gt_norm
280,frog_eye_leaf_spot,scattered,dk_brown_blk,same_lst_sev_yrs,Outubro,firm_and_dry,Colored,Absent,Diseased,lt_80%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Abnorm,Above_sec_nde,gt_norm
281,frog_eye_leaf_spot,whole_field,dk_brown_blk,same_lst_sev_yrs,Setembro,firm_and_dry,Colored,Absent,Diseased,lt_80%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Abnorm,Above_sec_nde,gt_norm
282,frog_eye_leaf_spot,low_areas,dna,diff_1st_year,Agosto,Absent,Absent,Absent,Norm,90_100%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot_severe,Absent,Norm,Absent,norm
283,frog_eye_leaf_spot,whole_field,Brown,same_lst_two_yrs,Agosto,firm_and_dry,Colored,Absent,Diseased,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot_severe,Absent,Abnorm,Above_sec_nde,norm
284,frog_eye_leaf_spot,low_areas,dna,same_1st_yr,Agosto,Absent,Absent,Absent,Norm,lt_80%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Abnorm,lt_normal,Normal,Norm,Absent,Norm,Absent,Norm,Outros,Minor,Absent,Norm,Absent,gt_norm
285,frog_eye_leaf_spot,scattered,dna,same_lst_two_yrs,Agosto,Absent,Absent,Absent,Norm,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
286,frog_eye_leaf_spot,upper_areas,dna,same_1st_yr,Setembro,Absent,Absent,Absent,Norm,lt_80%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,pot_severe,Absent,Norm,Absent,norm
287,frog_eye_leaf_spot,whole_field,dk_brown_blk,same_1st_yr,Agosto,firm_and_dry,Colored,Absent,Diseased,90_100%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot_severe,Absent,Abnorm,Above_sec_nde,gt_norm
288,frog_eye_leaf_spot,upper_areas,dk_brown_blk,same_1st_yr,Setembro,firm_and_dry,Colored,Absent,Diseased,90_100%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Abnorm,Above_sec_nde,norm
289,frog_eye_leaf_spot,scattered,dk_brown_blk,same_lst_two_yrs,Setembro,firm_and_dry,Colored,Absent,Diseased,80_89%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Abnorm,Above_sec_nde,gt_norm
290,frog_eye_leaf_spot,whole_field,dk_brown_blk,same_lst_two_yrs,Setembro,firm_and_dry,Colored,Absent,Diseased,lt_80%,Yes,None,Absent,Absent,absent,no_yellow_halos,gt_1/8,w_s_marg,Abnorm,Yes,Absent,Absent,Norm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Abnorm,Above_sec_nde,norm
291,diaporthe_pod_&_stem_blight,whole_field,dna,same_lst_sev_yrs,Setembro,Absent,Brown_w/blk_specks,Present,Diseased,90_100%,Desconhecido,None,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Present,Absent,Norm,Normal,gt_normal,Desconhecido,Absent,Norm,Present,lt_norm,Desconhecido,Desconhecido,Present,Abnorm,Absent,gt_norm
292,diaporthe_pod_&_stem_blight,whole_field,dna,same_lst_two_yrs,Outubro,Absent,Brown_w/blk_specks,Present,Diseased,80_89%,Desconhecido,None,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Present,Absent,Norm,Normal,gt_normal,Desconhecido,Absent,Abnorm,Present,lt_norm,Desconhecido,Desconhecido,Present,Abnorm,Absent,gt_norm
293,diaporthe_pod_&_stem_blight,whole_field,dna,same_lst_sev_yrs,Setembro,Absent,Brown_w/blk_specks,Present,Diseased,90_100%,Desconhecido,None,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Present,Absent,Norm,Normal,gt_normal,Desconhecido,Absent,Abnorm,Present,lt_norm,Desconhecido,Desconhecido,Present,Abnorm,Absent,gt_norm
294,diaporthe_pod_&_stem_blight,scattered,dna,same_lst_sev_yrs,Maio,Absent,Brown_w/blk_specks,Present,Diseased,lt_80%,Desconhecido,None,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Present,Absent,Norm,lt_normal,Normal,Desconhecido,Absent,Norm,Present,lt_norm,Desconhecido,Desconhecido,Present,Abnorm,Absent,gt_norm
295,diaporthe_pod_&_stem_blight,whole_field,dna,same_lst_two_yrs,Setembro,Absent,Brown_w/blk_specks,Present,Diseased,Desconhecido,Desconhecido,None,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Present,Absent,Norm,Desconhecido,gt_normal,Desconhecido,Absent,Abnorm,Present,lt_norm,Desconhecido,Desconhecido,Present,Abnorm,Absent,gt_norm
296,diaporthe_pod_&_stem_blight,whole_field,dna,same_lst_two_yrs,Setembro,Absent,Brown_w/blk_specks,Present,Diseased,90_100%,Desconhecido,None,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Present,Absent,Norm,Normal,gt_normal,Desconhecido,Absent,Abnorm,Desconhecido,lt_norm,Desconhecido,Desconhecido,Present,Abnorm,Absent,gt_norm
297,cyst_nematode,low_areas,Desconhecido,same_lst_two_yrs,Junho,Desconhecido,Desconhecido,Desconhecido,few_present,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Abnorm,Desconhecido,Absent,Desconhecido,Abnorm,Desconhecido,Desconhecido,galls_cysts,Desconhecido,Abnorm,Desconhecido,lt_norm,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Desconhecido
298,cyst_nematode,upper_areas,Desconhecido,same_lst_sev_yrs,Julho,Desconhecido,Desconhecido,Desconhecido,few_present,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Abnorm,Desconhecido,Absent,Desconhecido,Abnorm,Desconhecido,Desconhecido,galls_cysts,Desconhecido,Abnorm,Desconhecido,lt_norm,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Desconhecido
299,cyst_nematode,upper_areas,Desconhecido,same_lst_sev_yrs,Agosto,Desconhecido,Desconhecido,Desconhecido,few_present,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Abnorm,Desconhecido,Absent,Desconhecido,Abnorm,Desconhecido,Desconhecido,galls_cysts,Desconhecido,Abnorm,Desconhecido,lt_norm,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Desconhecido
300,cyst_nematode,low_areas,Desconhecido,same_lst_two_yrs,Julho,Desconhecido,Desconhecido,Desconhecido,few_present,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Abnorm,Desconhecido,Absent,Desconhecido,Abnorm,Desconhecido,Desconhecido,galls_cysts,Desconhecido,Abnorm,Desconhecido,lt_norm,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Desconhecido
301,cyst_nematode,low_areas,Desconhecido,same_lst_two_yrs,Julho,Desconhecido,Desconhecido,Desconhecido,few_present,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Abnorm,Desconhecido,Absent,Desconhecido,Abnorm,Desconhecido,Desconhecido,galls_cysts,Desconhecido,Abnorm,Desconhecido,lt_norm,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Desconhecido
302,cyst_nematode,low_areas,Desconhecido,same_lst_two_yrs,Agosto,Desconhecido,Desconhecido,Desconhecido,few_present,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Abnorm,Desconhecido,Absent,Desconhecido,Abnorm,Desconhecido,Desconhecido,galls_cysts,Desconhecido,Abnorm,Desconhecido,lt_norm,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Desconhecido
303,2_4_d_injury,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Present,Desconhecido,Desconhecido,absent,dna,dna,Abnorm,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido
304,herbicide_injury,scattered,Desconhecido,same_1st_yr,Maio,Desconhecido,Desconhecido,Desconhecido,dna,Desconhecido,Desconhecido,Desconhecido,Present,Desconhecido,absent,no_yellow_halos,gt_1/8,no_w_s_marg,Abnorm,Desconhecido,Desconhecido,Desconhecido,Abnorm,lt_normal,Desconhecido,Rotted,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Abnorm,Desconhecido,lt_norm
305,herbicide_injury,whole_field,Desconhecido,diff_1st_year,Abril,Desconhecido,Desconhecido,Desconhecido,dna,Desconhecido,Desconhecido,Desconhecido,Present,Desconhecido,absent,absent,dna,dna,Abnorm,Desconhecido,Desconhecido,Desconhecido,Abnorm,lt_normal,Desconhecido,Rotted,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Abnorm,Desconhecido,lt_norm
306,herbicide_injury,scattered,Desconhecido,diff_1st_year,Maio,Desconhecido,Desconhecido,Desconhecido,dna,Desconhecido,Desconhecido,Desconhecido,Present,Desconhecido,absent,absent,dna,dna,Abnorm,Desconhecido,Desconhecido,Desconhecido,Abnorm,lt_normal,Desconhecido,Rotted,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Abnorm,Desconhecido,lt_norm
307,herbicide_injury,whole_field,Desconhecido,same_1st_yr,Maio,Desconhecido,Desconhecido,Desconhecido,dna,Desconhecido,Desconhecido,Desconhecido,Present,Desconhecido,absent,no_yellow_halos,gt_1/8,no_w_s_marg,Abnorm,Desconhecido,Desconhecido,Desconhecido,Abnorm,lt_normal,Desconhecido,Rotted,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Abnorm,Desconhecido,lt_norm
308,bacterial_blight,scattered,dna,diff_1st_year,Janeiro,Absent,Absent,Absent,Norm,90_100%,Yes,None,Absent,Absent,absent,absent,lt_1/8,w_s_marg,Norm,Yes,Absent,Absent,Norm,Normal,lt_normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,lt_norm
309,bacterial_blight,scattered,dna,diff_1st_year,Janeiro,Absent,Absent,Absent,Norm,90_100%,Yes,None,Absent,Absent,absent,absent,lt_1/8,w_s_marg,Norm,Yes,Absent,Absent,Norm,Normal,lt_normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,lt_norm
310,bacterial_blight,scattered,dna,diff_1st_year,Fevereiro,Absent,Absent,Absent,Norm,90_100%,Yes,None,Absent,Absent,absent,absent,lt_1/8,w_s_marg,Norm,Yes,Absent,Absent,Norm,Normal,lt_normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,lt_norm
311,bacterial_pustule,whole_field,dna,same_lst_two_yrs,Janeiro,firm_and_dry,Brown_w/blk_specks,Absent,Diseased,90_100%,No,None,Absent,Absent,Present,no_yellow_halos,lt_1/8,no_w_s_marg,Abnorm,Yes,Present,Present,Abnorm,Normal,Normal,Norm,Present,Abnorm,Present,Norm,fungicida,Minor,Absent,Norm,Above_soil,lt_norm
312,phytophthora_rot,low_areas,dk_brown_blk,same_1st_yr,Abril,firm_and_dry,dna,Absent,dna,90_100%,No,None,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Abnorm,lt_normal,gt_normal,Norm,Absent,Norm,Absent,Norm,none,pot_severe,Absent,Abnorm,below_soil,norm